シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,事業に関連するKPIが定められている閣議決定等の名称,事業に関連するKPIが定められている閣議決定等の該当箇所,事業に関連するKPIが定められている閣議決定等のURL,アクティビティ・アウトプット・アウトカムの番号,種別（アクティビティ・アウトプット・アウトカム）,アウトカムの期間,成果目標の種類,アクティビティ／活動目標／成果目標,活動指標／成果指標,単位,改善の上向き／下向き,成果実績及び目標値の根拠として用いた統計・データ名（出典）,定性的なアウトカム目標を設定している理由,定性的なアウトカムに関する成果実績,目標年度／目標値／実績値／達成率,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,1,アウトカム,3.長期,定性的,「法的なものの考え方」が広く国民に浸透する,各学校現場における法教育の実践状況に関する調査研究結果,,,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）,現状、法教育の実践が十分とは言い難い学校現場において、法教育教材の提供による学校現場等への支援や、法務省職員による出前授業の実施は、自由かつ公正な社会を支える人材の育成につながると考えるところ、学校教育に関する各制度が存在し、各段階に応じた法教育の実践が求められる中で、一律に数値目標を設定し、法教育実施回数等の増減をもって効果を測定できないため、定量的な指標の設定は困難である。なお、法教育の実践に関する調査は、小学校、中学校、高等学校のそれぞれについて、学習指導要領の改正を踏まえるなど適時に実施してきたものであり、学校現場における法教育の実践状況を把握し、法教育の取組を更に支援するための施策の在り方を検討することを目的としている。よって、同調査については、今後も適切な時機を捉えて実施する予定である。,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合29.6%（277校中）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合8.5%（316校中）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合7.9%（6052校中）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）　法教育の充実度合いに関し、「とても充実させている」、「やや充実させている」割合22.5%（795校中）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）　法教育への取組の充実度に関し、「とても充実させている」、「やや充実させている」割合42.3%（705校中）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）　法務省作成の教材利用により学習指導内容が「とても充実した」、「まあ充実した」割合80.1%（459校中）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）　これまでに法務省が作成した教材を利用したことがある割合7.5%（1911校中）,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,1,アウトカム,3.長期,定性的,「法的なものの考え方」が広く国民に浸透する,各学校現場における法教育の実践状況に関する調査研究結果,,,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）,現状、法教育の実践が十分とは言い難い学校現場において、法教育教材の提供による学校現場等への支援や、法務省職員による出前授業の実施は、自由かつ公正な社会を支える人材の育成につながると考えるところ、学校教育に関する各制度が存在し、各段階に応じた法教育の実践が求められる中で、一律に数値目標を設定し、法教育実施回数等の増減をもって効果を測定できないため、定量的な指標の設定は困難である。なお、法教育の実践に関する調査は、小学校、中学校、高等学校のそれぞれについて、学習指導要領の改正を踏まえるなど適時に実施してきたものであり、学校現場における法教育の実践状況を把握し、法教育の取組を更に支援するための施策の在り方を検討することを目的としている。よって、同調査については、今後も適切な時機を捉えて実施する予定である。,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合29.6%（277校中）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合8.5%（316校中）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合7.9%（6052校中）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）　法教育の充実度合いに関し、「とても充実させている」、「やや充実させている」割合22.5%（795校中）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）　法教育への取組の充実度に関し、「とても充実させている」、「やや充実させている」割合42.3%（705校中）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）　法務省作成の教材利用により学習指導内容が「とても充実した」、「まあ充実した」割合80.1%（459校中）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）　これまでに法務省が作成した教材を利用したことがある割合7.5%（1911校中）,2.目標値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,1,アウトカム,3.長期,定性的,「法的なものの考え方」が広く国民に浸透する,各学校現場における法教育の実践状況に関する調査研究結果,,,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）,現状、法教育の実践が十分とは言い難い学校現場において、法教育教材の提供による学校現場等への支援や、法務省職員による出前授業の実施は、自由かつ公正な社会を支える人材の育成につながると考えるところ、学校教育に関する各制度が存在し、各段階に応じた法教育の実践が求められる中で、一律に数値目標を設定し、法教育実施回数等の増減をもって効果を測定できないため、定量的な指標の設定は困難である。なお、法教育の実践に関する調査は、小学校、中学校、高等学校のそれぞれについて、学習指導要領の改正を踏まえるなど適時に実施してきたものであり、学校現場における法教育の実践状況を把握し、法教育の取組を更に支援するための施策の在り方を検討することを目的としている。よって、同調査については、今後も適切な時機を捉えて実施する予定である。,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合29.6%（277校中）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合8.5%（316校中）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合7.9%（6052校中）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）　法教育の充実度合いに関し、「とても充実させている」、「やや充実させている」割合22.5%（795校中）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）　法教育への取組の充実度に関し、「とても充実させている」、「やや充実させている」割合42.3%（705校中）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）　法務省作成の教材利用により学習指導内容が「とても充実した」、「まあ充実した」割合80.1%（459校中）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）　これまでに法務省が作成した教材を利用したことがある割合7.5%（1911校中）,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,1,アウトカム,3.長期,定性的,「法的なものの考え方」が広く国民に浸透する,各学校現場における法教育の実践状況に関する調査研究結果,,,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）,現状、法教育の実践が十分とは言い難い学校現場において、法教育教材の提供による学校現場等への支援や、法務省職員による出前授業の実施は、自由かつ公正な社会を支える人材の育成につながると考えるところ、学校教育に関する各制度が存在し、各段階に応じた法教育の実践が求められる中で、一律に数値目標を設定し、法教育実施回数等の増減をもって効果を測定できないため、定量的な指標の設定は困難である。なお、法教育の実践に関する調査は、小学校、中学校、高等学校のそれぞれについて、学習指導要領の改正を踏まえるなど適時に実施してきたものであり、学校現場における法教育の実践状況を把握し、法教育の取組を更に支援するための施策の在り方を検討することを目的としている。よって、同調査については、今後も適切な時機を捉えて実施する予定である。,・高等学校における法教育の実践状況に関する調査にかかる報告書（令和４年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合29.6%（277校中）・中学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和３年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合8.5%（316校中）・小学校における法教育の実践状況に関する調査にかかる調査研究報告書（令和元年度実施）　法教育教材の利用・認知状況に関し、教材を利用して授業を実施した割合7.9%（6052校中）・専門学科及び総合学科高等学校における法教育の実践状況に関する調査研究報告書（平成27年度実施）　法教育の充実度合いに関し、「とても充実させている」、「やや充実させている」割合22.5%（795校中）・高等学校等（普通科）における法教育の実践状況に関する調査研究報告書（平成26年度実施）　法教育への取組の充実度に関し、「とても充実させている」、「やや充実させている」割合42.3%（705校中）・中学校における法教育の実践状況に関する調査研究報告書（平成25年度実施）　法務省作成の教材利用により学習指導内容が「とても充実した」、「まあ充実した」割合80.1%（459校中）・小学校における法教育の実践状況に関する調査研究報告書（平成24年度実施）　これまでに法務省が作成した教材を利用したことがある割合7.5%（1911校中）,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,1.短期,定量的,法に関する国民の興味・関心の向上,出前授業の年間実施状況,件,,法教育授業実施状況報告書,,,1.目標年度,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,1.短期,定量的,法に関する国民の興味・関心の向上,出前授業の年間実施状況,件,,法教育授業実施状況報告書,,,2.目標値,,,,,,,,,,,,,,,2500,2500,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,1.短期,定量的,法に関する国民の興味・関心の向上,出前授業の年間実施状況,件,,法教育授業実施状況報告書,,,3.実績値,,,,,,,,,,,,,,,2400,3532,5319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,1.短期,定量的,法に関する国民の興味・関心の向上,出前授業の年間実施状況,件,,法教育授業実施状況報告書,,,4.達成率,,,,,,,,,,,,,,,96,141.28,177.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,3.長期,定量的,「法的なものの考え方」が広く国民に浸透する,法教育教材の発送件数,件,,法教育教材を発送した件数,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,3.長期,定量的,「法的なものの考え方」が広く国民に浸透する,法教育教材の発送件数,件,,法教育教材を発送した件数,,,2.目標値,,,,,,,,,,,,,,,20000,20000,20000,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,3.長期,定量的,「法的なものの考え方」が広く国民に浸透する,法教育教材の発送件数,件,,法教育教材を発送した件数,,,3.実績値,,,,,,,,,,,,,,,44528,26071,13865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,884,法教育の推進,16,法務省,法務省,大臣官房,司法法制部,司法法制課,,,司法制度第二係,,,,2,アウトカム,3.長期,定量的,「法的なものの考え方」が広く国民に浸透する,法教育教材の発送件数,件,,法教育教材を発送した件数,,,4.達成率,,,,,,,,,,,,,,,222.64,130.355,69.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,経済財政運営と改革の基本方針2022（骨太方針）,先端技術・機微技術を保有するなど、次世代に不可欠な技術の開発・実装の担い手となる民間企業への資本強化を含めた支援の在り方について検討を行う。日米首脳での合意に基づき、先端半導体基盤の拡充・人材育成に加え、2020年代後半に次世代半導体の設計・製造基盤を確立する。,https://www5.cao.go.jp/keizai-shimon/kaigi/cabinet/2022/2022_basicpolicies_ja.pdf,1,アクティビティ,,,ポスト５Ｇ情報通信システムの開発を民間企業・研究機関・大学等に、先端半導体設計・製造技術の開発を民間企業・研究機関・大学等に委託・補助する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,2,アクティビティ,,,ポスト５Ｇ情報通信システムの開発を民間企業・研究機関・大学等に、先端半導体設計・製造技術の開発を民間企業・研究機関・大学等に委託・補助する。（令和6年度補正）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,3,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,3,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,2.目標値,,,,,,,,,,,,,,12,23,29,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,3,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,3.実績値,,,,,,,,,,,,,,35,22,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,3,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,4.達成率,,,,,,,,,,,,,,291.66667,95.65217,37.93103,211.11111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,6,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,6,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,2.目標値,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,6,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,6,アウトプット,,,研究開発事業の採択件数,本事業の採択件数,件,,,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,4,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,％,上がると良い指標,●第１回「ポスト５Ｇ情報通信システム基盤強化研究開発事業」 中間評価検討会https://www.meti.go.jp/policy/tech_evaluation/c00/C0000000R04/221130_post5g_1st/221130_post5g_1st.html●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,4,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,％,上がると良い指標,●第１回「ポスト５Ｇ情報通信システム基盤強化研究開発事業」 中間評価検討会https://www.meti.go.jp/policy/tech_evaluation/c00/C0000000R04/221130_post5g_1st/221130_post5g_1st.html●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。,,,2.目標値,,,,,,,,,,,,,,,,,80,80,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,4,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,％,上がると良い指標,●第１回「ポスト５Ｇ情報通信システム基盤強化研究開発事業」 中間評価検討会https://www.meti.go.jp/policy/tech_evaluation/c00/C0000000R04/221130_post5g_1st/221130_post5g_1st.html●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。,,,3.実績値,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,4,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,％,上がると良い指標,●第１回「ポスト５Ｇ情報通信システム基盤強化研究開発事業」 中間評価検討会https://www.meti.go.jp/policy/tech_evaluation/c00/C0000000R04/221130_post5g_1st/221130_post5g_1st.html●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。,,,4.達成率,,,,,,,,,,,,,,,,,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,5,アウトカム,3.長期,定量的,本事業で開発した技術の実用化率：50%以上（各採択テーマ終了後概ね3年時点）,開発した技術が実用化に至ったテーマ数／先導研究以外の採択テーマ数,%,,●「国立研究開発法人新エネルギー・産業技術総合開発機構 第４期中長期目標」において、終了５年経過後の実用化達成率の目標が２５％以上とされており、これより高い目標値として設定した。●令和４年度から一部のテーマが終了し、テーマ終了後概ね３年時点での実用化率を成果目標としているため、現時点で成果実績はない。,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,5,アウトカム,3.長期,定量的,本事業で開発した技術の実用化率：50%以上（各採択テーマ終了後概ね3年時点）,開発した技術が実用化に至ったテーマ数／先導研究以外の採択テーマ数,%,,●「国立研究開発法人新エネルギー・産業技術総合開発機構 第４期中長期目標」において、終了５年経過後の実用化達成率の目標が２５％以上とされており、これより高い目標値として設定した。●令和４年度から一部のテーマが終了し、テーマ終了後概ね３年時点での実用化率を成果目標としているため、現時点で成果実績はない。,,,2.目標値,,,,,,,,,,,,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,5,アウトカム,3.長期,定量的,本事業で開発した技術の実用化率：50%以上（各採択テーマ終了後概ね3年時点）,開発した技術が実用化に至ったテーマ数／先導研究以外の採択テーマ数,%,,●「国立研究開発法人新エネルギー・産業技術総合開発機構 第４期中長期目標」において、終了５年経過後の実用化達成率の目標が２５％以上とされており、これより高い目標値として設定した。●令和４年度から一部のテーマが終了し、テーマ終了後概ね３年時点での実用化率を成果目標としているため、現時点で成果実績はない。,,,3.実績値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,5,アウトカム,3.長期,定量的,本事業で開発した技術の実用化率：50%以上（各採択テーマ終了後概ね3年時点）,開発した技術が実用化に至ったテーマ数／先導研究以外の採択テーマ数,%,,●「国立研究開発法人新エネルギー・産業技術総合開発機構 第４期中長期目標」において、終了５年経過後の実用化達成率の目標が２５％以上とされており、これより高い目標値として設定した。●令和４年度から一部のテーマが終了し、テーマ終了後概ね３年時点での実用化率を成果目標としているため、現時点で成果実績はない。,,,4.達成率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レビューシート,2024,3522,ポスト５Ｇ情報通信システム基盤強化研究開発事業（AI基盤モデル及び先端半導体関連技術開発事業）,22,経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,,,,7,アウトカム,1.短期,定量的,有識者の意見に基づき開発テーマごとに設定した目標を達成したテーマの割合の一定水準の達成,開発テーマごとに設定した目標を達成したテーマ数／当該時点までに研究開発を完了したテーマ数（先導研究は除く）,%,,●有識者の意見に基づき開発テーマごとに設定した目標「半導体・デジタル産業戦略検討会議」やその他産業界及び学術会の有識者との意見交換等に基づく。 ●当該時点までに研究開発期間を終了したテーマのうち、開発テーマごとに設定した目標を達成したテーマの割合NEDOの制度評価対象事業のステージゲート審査や終了時評価の合格率の平均値は約７０％であり、本事業では実用化を強く推進する観点からより高い値として８０％を設定した。●開発テーマごとの目標達成状況については、テーマ終了時の終了時評価委員会で有識者により評価を受けるとともに、事業期間中もNEDO技術推進委員会、ステージゲート審査委員会等で途中段階で有識者により確認を受ける。,,,1.目標年度,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
